urban_area,County_name,Tract,Low_Response_Score,pct_Hispanic_ACS_10_14,pct_Hispanic_ACSMOE_10_14,pct_Prs_Blw_Pov_Lev_ACS_10_14,pct_Prs_Blw_Pov_Lev_ACSMOE_10_14
"Dallas--Fort Worth--Arlington, TX",Dallas County,1002,25.9,41.2,6.4,9.0,6.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,1102,20.6,9.1,4.6,0.8,0.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,1204,29.6,94.4,4.3,27.5,10.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,1301,22.1,16.0,10.9,14.6,8.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,1302,29.7,49.6,17.0,17.0,7.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,1400,29.7,43.6,8.4,26.6,9.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,1101,24.6,29.9,9.8,14.4,10.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,1502,32,59.2,12.4,28.9,11.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,1503,34.5,67.1,10.4,56.8,9.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,1600,28.3,20.5,9.3,33.3,10.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,1701,15.1,11.1,8.6,0.0,3.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110901,14.8,13.5,5.5,3.2,2.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110903,18.2,10.1,7.3,6.6,4.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,12209,24.4,46.5,9.9,19.8,7.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,16620,20.4,7.1,3.1,9.9,5.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,16701,26.2,4.6,2.1,23.9,7.5
"Dallas--Fort Worth--Arlington, TX",Parker County,140411,18.9,4.2,4.3,13.8,5.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,16202,25.4,56.4,9.8,22.4,8.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,16409,15.2,33.6,5.3,6.6,6.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,11001,23.9,7.9,3.6,22.5,8.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,9303,28.9,83.7,10.4,35.3,12.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,8603,32.9,45.5,21.6,43.5,14.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,16902,26.9,35.4,3.5,23.0,8.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,11601,31,36.9,6.6,27.7,7.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,9000,29.3,54.6,7.1,30.2,8.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,19302,22.7,9.4,3.4,12.0,4.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,14601,23.1,55.1,5.5,11.1,7.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,4600,24.1,44.8,11.1,9.2,3.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,7102,25,38.4,11.2,19.6,10.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,7820,35.4,43.7,11.1,52.0,11.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,7201,37,81.8,6.5,25.7,9.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,7202,38.2,73.4,6.1,32.2,8.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,7301,15.8,5.5,3.7,2.2,1.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,7302,21.2,31.2,8.7,12.9,5.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,3700,28.3,4.3,4.0,33.7,10.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,7810,23,19.6,7.5,11.3,6.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,7903,17.8,6.2,3.5,9.2,5.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,7906,15.2,4.7,3.8,5.3,7.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,3800,27.9,2.4,3.1,37.2,12.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,3901,33.7,0.0,0.7,43.2,12.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,16802,21.8,23.8,4.9,8.9,5.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,16704,25.7,24.9,6.8,17.7,8.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,16705,27.7,19.3,9.1,18.9,7.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,18105,24.7,61.0,4.9,21.1,6.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,18001,23,32.3,7.0,14.5,8.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,18110,13.8,9.9,4.1,7.5,4.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,18203,23,52.8,5.3,16.5,5.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,18204,27.3,77.1,8.2,24.4,9.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,18206,25.2,74.6,5.7,23.9,7.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,17703,27.8,40.0,7.4,33.8,9.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,8705,26.3,39.8,8.9,17.9,7.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,10701,32.2,82.5,8.4,32.9,13.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,13901,25.6,70.0,7.0,14.4,6.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,3902,29.1,11.7,8.5,42.1,14.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,4000,31.7,9.6,12.6,47.9,15.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,4100,33.5,47.5,15.7,49.2,13.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,4202,26.2,69.0,7.1,32.0,9.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,4300,29.2,82.8,6.8,28.5,10.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,4400,20.7,27.1,7.0,6.4,2.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,4500,27.3,74.4,7.3,16.2,7.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113516,19,24.1,9.9,9.2,5.5
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113607,23.2,18.0,6.2,10.4,5.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113612,11.4,7.8,3.0,2.0,1.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113613,12.7,11.3,4.4,3.8,2.0
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40101,13.2,9.8,3.9,3.2,2.3
"Dallas--Fort Worth--Arlington, TX",Denton County,21900,14,4.7,2.4,0.0,0.3
"Dallas--Fort Worth--Arlington, TX",Denton County,21522,27.3,13.6,11.6,8.3,9.5
"Dallas--Fort Worth--Arlington, TX",Rockwall County,40503,23.8,45.8,4.9,14.0,6.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113618,18.8,12.9,3.4,11.6,5.0
"Dallas--Fort Worth--Arlington, TX",Denton County,21517,27.3,13.0,6.5,6.4,5.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113619,28.6,33.9,12.9,22.4,8.1
"Dallas--Fort Worth--Arlington, TX",Denton County,21516,19.2,16.5,4.0,5.5,3.7
"Dallas--Fort Worth--Arlington, TX",Denton County,21518,14.4,4.1,3.2,0.9,1.1
"Dallas--Fort Worth--Arlington, TX",Denton County,21519,21.8,19.1,3.9,9.3,6.7
"Dallas--Fort Worth--Arlington, TX",Denton County,21629,17,8.8,2.0,3.3,3.2
"Dallas--Fort Worth--Arlington, TX",Denton County,21621,11.7,8.8,4.1,2.4,2.2
"Dallas--Fort Worth--Arlington, TX",Denton County,21521,17.5,20.3,9.9,6.4,5.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102301,27.1,45.6,6.8,25.3,8.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102302,25.4,49.9,6.7,32.6,10.4
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102402,15.5,9.9,3.6,3.2,2.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102500,27.9,24.2,7.2,52.6,13.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100800,27.8,89.5,5.4,25.9,9.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100900,28.9,95.0,3.7,32.5,14.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101201,23.3,54.4,9.6,18.3,10.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101202,27.2,73.8,6.4,35.2,11.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101301,22.3,33.4,8.9,19.7,6.7
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101401,22.9,32.3,6.6,15.2,7.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101403,29,45.5,10.6,43.0,9.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101500,25.4,41.2,10.5,22.4,7.4
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101700,34.8,24.2,6.6,78.9,6.7
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101402,27.9,68.2,9.5,47.8,13.5
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113622,9.2,5.6,2.8,1.9,1.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100102,24.2,69.8,7.6,21.8,10.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100201,29.9,92.3,4.9,38.0,8.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100202,27.8,90.0,5.0,21.8,8.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100300,30.2,83.4,6.3,39.3,8.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100400,29,92.5,5.3,20.5,7.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100501,29.8,68.5,4.5,21.5,6.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100502,26.4,77.8,9.3,33.9,10.7
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102000,29.7,35.2,11.2,21.5,9.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102100,22.5,20.1,7.1,10.9,4.4
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102202,17.9,8.2,4.6,11.4,5.5
"Dallas--Fort Worth--Arlington, TX",Collin County,32012,25.5,58.8,6.8,16.4,7.0
"Dallas--Fort Worth--Arlington, TX",Collin County,30506,14.8,3.3,2.8,1.9,3.2
"Dallas--Fort Worth--Arlington, TX",Collin County,31662,13.7,5.2,3.2,2.8,2.9
"Dallas--Fort Worth--Arlington, TX",Collin County,30405,24.7,13.4,3.2,6.0,4.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111005,27.1,30.4,4.9,28.9,7.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111003,14.8,33.8,8.0,10.8,6.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111008,21.7,19.6,3.9,14.3,6.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,18118,23.1,16.1,5.2,6.2,3.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,18120,19.2,43.6,10.2,8.9,6.4
"Dallas--Fort Worth--Arlington, TX",Collin County,30504,23.3,9.6,5.5,11.1,9.0
"Dallas--Fort Worth--Arlington, TX",Collin County,31717,25.8,11.9,6.2,22.6,22.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31507,23,9.3,4.4,3.4,2.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31659,25,11.7,8.5,9.8,7.6
"Dallas--Fort Worth--Arlington, TX",Collin County,30408,25.4,35.5,11.3,14.4,8.3
"Dallas--Fort Worth--Arlington, TX",Collin County,30403,17.1,19.9,4.9,10.9,4.9
"Dallas--Fort Worth--Arlington, TX",Denton County,21630,22.5,17.6,5.7,2.4,2.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,13615,31.7,60.0,9.0,31.2,8.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,13617,17.1,14.2,6.2,11.9,6.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,13619,14.3,12.5,6.7,3.1,2.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,18121,22.5,40.5,7.4,13.5,7.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,18122,18.6,19.4,4.7,4.2,3.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,18123,21.1,24.3,8.2,8.4,4.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,18126,19.9,40.7,11.3,5.2,2.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,18127,22.6,52.3,7.4,9.4,5.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113907,14,7.5,2.6,3.0,2.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113110,27.2,19.8,6.9,25.9,10.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,100602,21.5,40.9,4.9,10.9,6.4
"Dallas--Fort Worth--Arlington, TX",Denton County,21633,14.5,17.9,8.4,3.7,3.0
"Dallas--Fort Worth--Arlington, TX",Denton County,21628,20.4,26.2,8.8,2.8,3.2
"Dallas--Fort Worth--Arlington, TX",Denton County,21632,18.7,10.3,4.2,10.3,6.0
"Dallas--Fort Worth--Arlington, TX",Denton County,21635,31.3,17.8,9.3,17.3,10.8
"Dallas--Fort Worth--Arlington, TX",Denton County,21634,35.1,23.2,7.5,20.6,9.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,13714,26,78.3,6.3,18.3,7.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,13715,21.2,79.2,8.4,5.0,5.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,13716,21,41.9,8.2,17.8,9.7
"Dallas--Fort Worth--Arlington, TX",Dallas County,13718,29.5,75.2,6.4,27.3,9.1
"Dallas--Fort Worth--Arlington, TX",Dallas County,13719,21.5,19.2,5.0,8.9,3.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,13720,23.3,51.8,6.6,16.4,6.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,18128,26.5,43.4,6.2,17.7,6.4
"Dallas--Fort Worth--Arlington, TX",Dallas County,18129,20.3,21.6,4.7,5.3,4.7
"Dallas--Fort Worth--Arlington, TX",Denton County,21638,27.8,36.4,10.5,8.1,5.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111312,9.7,7.0,5.3,3.4,4.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111307,27.6,18.4,7.5,13.5,10.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111406,16.2,11.9,2.0,1.0,1.0
"Dallas--Fort Worth--Arlington, TX",Collin County,31631,23.6,9.5,4.4,13.8,7.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111310,21.1,21.5,5.0,6.7,6.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111547,20.4,24.8,6.1,10.4,7.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,123500,29.5,47.3,8.6,53.7,12.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,123400,26.1,30.7,4.6,29.0,8.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111308,19.4,6.1,6.1,9.3,5.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,121904,30.5,57.6,5.8,24.0,10.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111553,26,19.9,5.6,18.3,9.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,122801,33.1,48.6,12.6,41.3,10.7
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111552,15.6,6.9,3.1,12.6,7.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,122001,26,66.9,10.1,39.0,11.7
"Dallas--Fort Worth--Arlington, TX",Tarrant County,122002,28.8,76.4,10.7,31.6,10.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113115,26.5,38.5,13.1,16.9,6.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,13721,14.6,17.6,8.8,1.2,0.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,13722,26.9,20.4,6.9,9.9,4.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,13725,29.1,42.6,9.4,16.7,6.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31706,8.4,6.8,6.7,1.4,1.4
"Dallas--Fort Worth--Arlington, TX",Tarrant County,114206,17.7,15.2,6.7,13.4,6.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113812,16.8,9.0,3.2,4.6,2.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113921,20.6,16.5,4.9,4.0,2.9
"Dallas--Fort Worth--Arlington, TX",Denton County,21620,36,17.8,7.7,13.6,10.7
"Dallas--Fort Worth--Arlington, TX",Denton County,20106,18.8,15.9,7.5,2.7,1.8
"Dallas--Fort Worth--Arlington, TX",Denton County,21525,14.6,10.0,3.2,1.4,1.7
"Dallas--Fort Worth--Arlington, TX",Denton County,20307,18.6,10.2,3.3,3.1,2.4
"Dallas--Fort Worth--Arlington, TX",Denton County,21624,25.8,24.2,6.5,6.1,4.8
"Dallas--Fort Worth--Arlington, TX",Denton County,20111,13.7,16.1,8.2,1.1,1.5
"Dallas--Fort Worth--Arlington, TX",Denton County,20107,18.4,13.7,3.5,5.0,2.1
"Dallas--Fort Worth--Arlington, TX",Denton County,21637,28.1,36.6,8.4,16.9,6.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113928,17.5,18.1,8.6,0.8,1.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113923,27.1,23.4,3.8,3.3,1.8
"Dallas--Fort Worth--Arlington, TX",Denton County,21727,17.3,7.2,4.2,5.7,4.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111016,17.6,13.4,6.4,9.3,6.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111015,19.4,9.8,8.0,10.5,8.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,122802,25.2,48.4,6.3,24.4,8.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113631,26.5,40.1,10.1,27.3,11.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113711,18.4,4.8,2.6,6.0,4.7
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113922,19.3,17.0,2.9,7.3,5.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,123300,24.3,13.8,3.2,8.7,3.5
"Dallas--Fort Worth--Arlington, TX",Dallas County,13803,16.5,24.4,6.2,3.7,3.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,13804,18.6,39.9,9.5,3.0,1.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,13902,19.1,44.6,9.4,22.2,8.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,14001,19.8,33.4,8.6,17.6,13.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,14103,38.3,40.2,11.2,24.1,10.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31708,21,11.9,4.1,12.2,4.4
"Dallas--Fort Worth--Arlington, TX",Tarrant County,114207,17.1,13.8,3.5,4.2,2.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111104,21.9,26.4,10.3,16.7,8.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,121905,35.1,44.6,11.9,43.8,8.4
"Dallas--Fort Worth--Arlington, TX",Collin County,31311,19,15.2,3.6,5.5,3.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,19040,26.3,6.8,3.6,8.0,5.2
"Dallas--Fort Worth--Arlington, TX",Dallas County,18506,39.3,36.2,10.2,25.6,11.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,10904,38.9,18.1,8.3,36.1,12.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,14132,24.9,8.6,8.1,16.8,6.9
"Dallas--Fort Worth--Arlington, TX",Denton County,20110,15.4,11.2,2.6,1.9,2.3
"Dallas--Fort Worth--Arlington, TX",Denton County,21626,13.5,3.2,2.4,7.1,5.2
"Dallas--Fort Worth--Arlington, TX",Denton County,21738,26.9,24.4,12.6,5.1,2.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113116,32.3,22.0,13.3,25.0,13.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110809,13,7.4,4.2,10.2,7.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,123100,29.2,43.3,5.8,57.9,7.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,101302,24.6,31.0,6.1,36.6,10.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110600,22.4,27.7,3.9,9.2,3.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110806,16.7,16.2,4.2,2.5,2.2
"Dallas--Fort Worth--Arlington, TX",Denton County,21631,13.4,15.2,3.3,5.1,3.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111103,24.7,50.2,8.1,19.6,8.9
"Dallas--Fort Worth--Arlington, TX",Dallas County,18501,24.6,59.1,9.1,28.6,11.6
"Dallas--Fort Worth--Arlington, TX",Dallas County,14113,30.3,25.2,9.9,9.8,5.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,14115,21.2,48.2,10.2,10.0,5.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,14116,34.1,22.7,7.0,13.4,5.7
"Dallas--Fort Worth--Arlington, TX",Collin County,31709,21.5,11.6,7.2,13.2,5.8
"Dallas--Fort Worth--Arlington, TX",Collin County,31802,22,16.6,4.1,7.1,3.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113707,12.7,7.8,2.8,5.9,4.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,110701,22.3,26.7,6.0,20.8,7.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,111536,31,32.1,6.2,23.5,8.5
"Dallas--Fort Worth--Arlington, TX",Tarrant County,121606,13.6,10.7,5.5,7.1,4.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113911,20,11.0,2.3,9.8,5.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,114203,19.4,9.8,2.8,24.0,5.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104900,23.3,67.8,10.5,18.9,11.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113813,10.8,6.0,2.4,1.6,1.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102602,23.1,46.8,8.1,15.9,6.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,102601,26.2,41.2,6.8,15.8,6.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113927,20.5,12.0,5.3,4.4,3.8
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104804,27,77.3,9.4,51.2,13.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113919,14.8,12.5,3.0,6.0,2.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113924,22.3,24.4,5.0,11.3,6.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113925,17.9,26.1,3.9,14.0,9.7
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113220,27.3,39.5,13.4,17.1,8.6
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113221,19.4,10.6,6.6,6.2,5.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113520,25.1,17.0,5.2,7.9,5.0
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104803,26.5,86.7,6.1,36.8,9.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,104702,28.6,84.5,11.3,37.6,14.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,14119,14,11.7,5.4,5.6,3.8
"Dallas--Fort Worth--Arlington, TX",Dallas County,14120,13.2,5.3,2.2,2.6,3.0
"Dallas--Fort Worth--Arlington, TX",Dallas County,14123,12.6,10.4,2.6,1.9,1.3
"Dallas--Fort Worth--Arlington, TX",Dallas County,14126,18,16.6,4.0,5.4,3.1
"Dallas--Fort Worth--Arlington, TX",Tarrant County,105902,33.1,27.0,8.2,42.7,12.4
"Dallas--Fort Worth--Arlington, TX",Tarrant County,105008,24.6,22.3,4.0,7.2,4.3
"Dallas--Fort Worth--Arlington, TX",Tarrant County,105007,26.9,18.8,6.1,8.2,7.2
"Dallas--Fort Worth--Arlington, TX",Tarrant County,105514,35.3,32.7,8.2,15.5,5.5
"Dallas--Fort Worth--Arlington, TX",Tarrant County,105513,30.6,20.1,6.5,22.8,9.9
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113113,33.2,12.4,7.4,7.7,5.4
"Dallas--Fort Worth--Arlington, TX",Tarrant County,113634,13.2,7.8,4.0,3.3,2.8
"El Paso, TX--NM",El Paso County,4312,24.6,84.3,6.4,20.9,7.5
"El Paso, TX--NM",El Paso County,3702,28.6,97.4,1.7,31.3,6.9
"El Paso, TX--NM",El Paso County,3801,25,98.0,2.7,18.9,8.1
"El Paso, TX--NM",El Paso County,112,22.8,67.2,5.7,22.2,7.3
"El Paso, TX--NM",El Paso County,204,23.5,65.3,6.6,22.4,6.7
"El Paso, TX--NM",El Paso County,205,28.5,75.1,8.1,33.9,11.2
"El Paso, TX--NM",El Paso County,206,22.7,80.5,4.9,17.9,6.7
"El Paso, TX--NM",El Paso County,302,26.4,88.0,6.4,36.5,8.4
"El Paso, TX--NM",El Paso County,403,25.9,77.2,3.2,22.5,9.7
"El Paso, TX--NM",El Paso County,404,35,90.1,5.2,55.0,11.0
"El Paso, TX--NM",El Paso County,1001,26.5,94.7,6.9,30.8,10.5
"El Paso, TX--NM",El Paso County,1104,25.2,65.6,6.2,13.7,7.1
"El Paso, TX--NM",El Paso County,3803,25.8,95.4,16.2,27.2,8.8
"El Paso, TX--NM",El Paso County,3804,29.2,96.1,3.4,32.5,10.4
"El Paso, TX--NM",El Paso County,3901,28.3,97.6,2.8,20.2,7.4
"El Paso, TX--NM",El Paso County,3902,26.6,90.4,5.4,28.9,10.4
"El Paso, TX--NM",El Paso County,1501,23.4,69.2,7.8,15.5,8.0
"El Paso, TX--NM",El Paso County,4201,26.6,96.0,3.9,32.2,9.7
"El Paso, TX--NM",El Paso County,3501,28,91.4,6.2,20.9,8.9
"El Paso, TX--NM",El Paso County,3903,32.1,97.7,2.9,54.4,10.8
"El Paso, TX--NM",El Paso County,4004,25.2,94.9,9.1,29.4,8.8
"El Paso, TX--NM",El Paso County,4103,29.9,93.2,3.2,31.7,8.1
"El Paso, TX--NM",El Paso County,4314,25.5,86.9,1.9,5.3,2.9
"El Paso, TX--NM",El Paso County,4316,27.1,90.9,7.0,13.6,9.0
"El Paso, TX--NM",El Paso County,10103,31.6,21.1,10.2,13.9,8.2
"El Paso, TX--NM",El Paso County,10307,26.1,81.2,4.7,31.2,7.4
"El Paso, TX--NM",El Paso County,2202,30.4,94.0,4.3,41.6,8.3
"El Paso, TX--NM",El Paso County,10102,33.2,21.6,8.6,20.0,11.3
"El Paso, TX--NM",El Paso County,1107,20.8,66.8,5.4,9.5,5.1
"El Paso, TX--NM",El Paso County,301,29,81.4,7.2,37.9,10.4
"El Paso, TX--NM",El Paso County,1502,23.8,46.5,4.0,14.1,6.3
"El Paso, TX--NM",El Paso County,10501,29,96.9,3.6,47.4,13.8
"El Paso, TX--NM",El Paso County,1110,21.6,64.5,7.3,16.3,8.0
"El Paso, TX--NM",El Paso County,2201,26.9,82.0,6.5,32.5,9.1
"El Paso, TX--NM",El Paso County,900,27.7,80.7,7.0,26.9,10.5
"El Paso, TX--NM",El Paso County,1109,15.8,51.6,6.0,8.5,4.5
"El Paso, TX--NM",El Paso County,3601,28.1,94.3,5.1,38.0,9.4
"El Paso, TX--NM",El Paso County,4104,24.8,95.7,0.2,26.8,7.1
"El Paso, TX--NM",El Paso County,4105,27.3,97.3,3.0,26.6,7.6
